symbol,symbol_url,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check,月K_status,月K_close,月K_bband,月K_prev_high,月K_prev_low,月K_strict_check
3163.TWO,https://tw.tradingview.com/symbols/TPEX-3163/,突破上軌,589.00,566.52,495.00,,True,突破上軌,589.00,581.70,495.00,,True
3234.TWO,https://tw.tradingview.com/symbols/TPEX-3234/,突破上軌,76.40,75.02,66.60,,True,突破上軌,76.40,72.30,64.60,,True
3526.TWO,https://tw.tradingview.com/symbols/TPEX-3526/,突破上軌,285.50,279.54,278.87,,True,突破上軌,285.50,278.25,278.87,,True
3546.TWO,https://tw.tradingview.com/symbols/TPEX-3546/,跌破下軌,68.00,68.69,,59.54,False,跌破下軌,68.00,67.67,,43.38,False
5205.TWO,https://tw.tradingview.com/symbols/TPEX-5205/,跌破下軌,26.40,26.20,,24.15,False,跌破下軌,26.40,27.01,,10.15,False
5386.TWO,https://tw.tradingview.com/symbols/TPEX-5386/,突破上軌,159.50,148.07,122.50,,True,突破上軌,159.50,141.02,101.41,,True
5475.TWO,https://tw.tradingview.com/symbols/TPEX-5475/,突破上軌,163.00,156.98,146.00,,True,突破上軌,163.00,155.12,119.50,,True
5523.TWO,https://tw.tradingview.com/symbols/TPEX-5523/,突破上軌,30.50,30.58,34.00,,False,突破上軌,30.50,30.65,34.00,,False
6509.TWO,https://tw.tradingview.com/symbols/TPEX-6509/,突破上軌,37.70,37.30,44.14,,False,突破上軌,37.70,37.95,72.60,,False
6588.TWO,https://tw.tradingview.com/symbols/TPEX-6588/,突破上軌,92.60,87.30,75.80,,True,突破上軌,92.60,85.35,138.99,,False
6651.TWO,https://tw.tradingview.com/symbols/TPEX-6651/,突破上軌,99.30,100.01,108.95,,False,突破上軌,99.30,97.39,125.82,,False
6683.TWO,https://tw.tradingview.com/symbols/TPEX-6683/,突破上軌,790.00,783.78,783.00,,True,突破上軌,790.00,729.02,576.00,,True
6716.TWO,https://tw.tradingview.com/symbols/TPEX-6716/,突破上軌,73.20,68.99,133.87,,False,突破上軌,73.20,69.61,161.10,,False
7734.TWO,https://tw.tradingview.com/symbols/TPEX-7734/,突破上軌,1570.00,1516.89,1528.58,,True,突破上軌,1570.00,1441.44,1528.58,,True
8147.TWO,https://tw.tradingview.com/symbols/TPEX-8147/,突破上軌,129.00,126.68,160.50,,False,突破上軌,129.00,128.38,157.58,,False
