symbol,symbol_url,週K_status,週K_close,週K_bband,週K_prev_high,週K_prev_low,週K_strict_check,月K_status,月K_close,月K_bband,月K_prev_high,月K_prev_low,月K_strict_check
1323.TW,https://www.tradingview.com/symbols/TWSE-1323/,跌破下軌,18.65,18.70,,17.38,True,跌破下軌,18.65,18.67,,17.38,True
1512.TW,https://www.tradingview.com/symbols/TWSE-1512/,突破上軌,9.17,8.79,12.00,,True,突破上軌,9.17,9.01,18.04,,True
1514.TW,https://www.tradingview.com/symbols/TWSE-1514/,突破上軌,127.00,122.96,171.74,,True,突破上軌,127.00,124.45,171.74,,True
1517.TW,https://www.tradingview.com/symbols/TWSE-1517/,突破上軌,12.85,12.72,18.69,,True,突破上軌,12.85,12.76,31.01,,True
1539.TW,https://www.tradingview.com/symbols/TWSE-1539/,突破上軌,20.65,20.32,34.28,,True,突破上軌,20.65,20.29,42.00,,True
1809.TW,https://www.tradingview.com/symbols/TWSE-1809/,突破上軌,27.50,25.89,35.34,,True,突破上軌,27.50,25.57,35.34,,True
2312.TW,https://www.tradingview.com/symbols/TWSE-2312/,突破上軌,34.95,34.90,35.65,,True,突破上軌,34.95,31.69,34.16,,False
2329.TW,https://www.tradingview.com/symbols/TWSE-2329/,突破上軌,69.90,69.52,84.61,,True,突破上軌,69.90,67.95,84.61,,True
2484.TW,https://www.tradingview.com/symbols/TWSE-2484/,突破上軌,30.00,28.80,34.44,,True,突破上軌,30.00,27.89,38.27,,True
2489.TW,https://www.tradingview.com/symbols/TWSE-2489/,突破上軌,19.15,18.33,27.29,,True,突破上軌,19.15,18.04,27.29,,True
3049.TW,https://www.tradingview.com/symbols/TWSE-3049/,突破上軌,9.21,8.85,13.25,,True,突破上軌,9.21,8.61,18.83,,True
3149.TW,https://www.tradingview.com/symbols/TWSE-3149/,突破上軌,51.80,50.38,49.60,,False,突破上軌,51.80,49.51,83.52,,True
3432.TW,https://www.tradingview.com/symbols/TWSE-3432/,突破上軌,21.15,19.88,32.20,,True,突破上軌,21.15,19.56,54.19,,True
4106.TW,https://www.tradingview.com/symbols/TWSE-4106/,突破上軌,23.30,23.27,27.46,,True,突破上軌,23.30,23.17,46.41,,True
6226.TW,https://www.tradingview.com/symbols/TWSE-6226/,突破上軌,10.00,9.86,12.40,,True,突破上軌,10.00,9.33,20.12,,True
6770.TW,https://www.tradingview.com/symbols/TWSE-6770/,突破上軌,68.20,65.95,56.40,,False,突破上軌,68.20,61.63,80.93,,True
8476.TW,https://www.tradingview.com/symbols/TWSE-8476/,突破上軌,23.20,23.04,60.52,,True,突破上軌,23.20,23.15,66.32,,True
9955.TW,https://www.tradingview.com/symbols/TWSE-9955/,突破上軌,36.15,35.95,42.10,,True,突破上軌,36.15,35.05,42.10,,True
3226.TWO,https://www.tradingview.com/symbols/TPEX-3226/,突破上軌,56.30,55.58,64.11,,True,突破上軌,56.30,54.00,72.20,,True
3567.TWO,https://www.tradingview.com/symbols/TPEX-3567/,突破上軌,31.15,30.53,39.64,,True,突破上軌,31.15,30.04,43.72,,True
3691.TWO,https://www.tradingview.com/symbols/TPEX-3691/,突破上軌,125.50,123.27,182.00,,True,突破上軌,125.50,113.38,234.18,,True
4528.TWO,https://www.tradingview.com/symbols/TPEX-4528/,突破上軌,21.65,20.50,30.93,,True,突破上軌,21.65,21.31,46.33,,True
5302.TWO,https://www.tradingview.com/symbols/TPEX-5302/,突破上軌,13.50,13.10,15.80,,True,突破上軌,13.50,12.59,22.45,,True
5381.TWO,https://www.tradingview.com/symbols/TPEX-5381/,突破上軌,33.45,31.93,41.50,,True,突破上軌,33.45,32.81,41.50,,True
5425.TWO,https://www.tradingview.com/symbols/TPEX-5425/,突破上軌,69.60,69.41,78.74,,True,突破上軌,69.60,68.14,102.90,,True
5864.TWO,https://www.tradingview.com/symbols/TPEX-5864/,突破上軌,20.10,20.07,20.11,,True,突破上軌,20.10,19.32,26.29,,True
5904.TWO,https://www.tradingview.com/symbols/TPEX-5904/,跌破下軌,412.50,415.94,,406.78,True,跌破下軌,412.50,412.86,,212.04,True
6122.TWO,https://www.tradingview.com/symbols/TPEX-6122/,突破上軌,62.70,61.34,62.06,,False,突破上軌,62.70,59.23,65.01,,True
6751.TWO,https://www.tradingview.com/symbols/TPEX-6751/,突破上軌,65.30,64.53,79.60,,True,突破上軌,65.30,63.90,130.71,,True
8083.TWO,https://www.tradingview.com/symbols/TPEX-8083/,突破上軌,166.50,166.38,171.22,,True,突破上軌,166.50,165.83,171.22,,True
8933.TWO,https://www.tradingview.com/symbols/TPEX-8933/,突破上軌,8.00,7.56,11.85,,True,突破上軌,8.00,7.72,24.95,,True
